번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-연면적,k-주거전용면적,주차대수
1060,A15785709,방화청솔3단지,아파트,강서구,복도식,지역난방,3,488,36320,24088,309
1086,A15786426,염창현대1차,아파트,강서구,계단식,개별난방,5,498,58640,42076,570
1096,A15703304,등촌주공2단지,아파트,강서구,복도식,지역난방,6,505,29124,21348,198
1115,A15728003,마곡수명산파크3단지,아파트,강서구,계단식,지역난방,8,518,75332,43879,672
1137,A15780703,가양대림경동,아파트,강서구,계단식,지역난방,6,540,97179,70956,849
1173,A15703306,등촌주공10단지,아파트,강서구,복도식,지역난방,5,566,41510,29857,370
1179,A15786227,염창동아3차,아파트,강서구,혼합식,개별난방,8,570,87367,41219,601
1236,A15770801,화곡초록,아파트,강서구,혼합식,지역난방,9,626,61512,38601,424
1240,A15728004,마곡수명산파크2단지,아파트,강서구,계단식,지역난방,9,629,78498,46505,710
1257,A15780401,가양강나루현대,아파트,강서구,계단식,지역난방,9,642,79631,45932,652
1259,A15728005,마곡수명산파크7단지,아파트,강서구,혼합식,지역난방,10,643,72305,40735,712
1282,A15780603,가양동신대아,아파트,강서구,계단식,지역난방,10,660,133109,86621,1075
1294,A15785710,방화4단지(삼익삼환),아파트,강서구,계단식,지역난방,13,680,112794,79275,986
1296,A15703307,등촌대림아파트,아파트,강서구,계단식,지역난방,8,680,105308,74141,897
1324,A15703004,등촌부영,아파트,강서구,복도식,지역난방,7,712,76184,57416,715
1376,A15704028,염창동아1차,아파트,강서구,혼합식,개별난방,5,778,103169,63831,756
1460,A15781002,가양9-1,아파트,강서구,복도식,지역난방,6,914,53888,37397,254
1464,A15728006,마곡수명산파크4단지,아파트,강서구,혼합식,지역난방,14,919,107876,61144,1005
1474,A15728007,마곡수명산파크5단지,아파트,강서구,혼합식,지역난방,19,948,96251,51876,1010
1491,A15785711,방화2-2 그린,아파트,강서구,복도식,지역난방,6,984,59206,40252,281
1494,A15780604,한강타운아파트,아파트,강서구,계단식,지역난방,11,990,121520,84140,1074
1501,A15785612,방화6단지,아파트,강서구,복도식,지역난방,4,1000,45092,29625,254
1506,A15781003,가양9-2,아파트,강서구,복도식,지역난방,6,1005,59860,41220,355
1509,A15703308,등촌3단지주공아파트,아파트,강서구,복도식,지역난방,9,1016,83126,55427,640
1514,A15703309,등촌주공5단지,아파트,강서구,복도식,지역난방,9,1045,84528,55884,650
